date,AveWindDir_deg,AveWindSp_ms_mean,AveWindDir_cove_mean,AveWindSp_ms_median,AveWindDir_cove_median,AveWindSp_ms_min,AveWindSp_ms_max,AveWindSp_ms_sd,AveWindDir_deg_1daylag,AveWindSp_ms_mean_1daylag,AveWindDir_cove_mean_1daylag,AveWindSp_ms_median_1daylag,AveWindDir_cove_median_1daylag,AveWindSp_ms_min_1daylag,AveWindSp_ms_max_1daylag,AveWindSp_ms_sd_1daylag,AveWindDir_deg_2daylag,AveWindSp_ms_mean_2daylag,AveWindDir_cove_mean_2daylag,AveWindSp_ms_median_2daylag,AveWindDir_cove_median_2daylag,AveWindSp_ms_min_2daylag,AveWindSp_ms_max_2daylag,AveWindSp_ms_sd_2daylag,AveWindDir_deg_3daylag,AveWindSp_ms_mean_3daylag,AveWindDir_cove_mean_3daylag,AveWindSp_ms_median_3daylag,AveWindDir_cove_median_3daylag,AveWindSp_ms_min_3daylag,AveWindSp_ms_max_3daylag,AveWindSp_ms_sd_3daylag,AveWindDir_deg_1weeklag,AveWindSp_ms_mean_1weeklag,AveWindDir_cove_mean_1weeklag,AveWindSp_ms_median_1weeklag,AveWindDir_cove_median_1weeklag,AveWindSp_ms_min_1weeklag,AveWindSp_ms_max_1weeklag,AveWindSp_ms_sd_1weeklag,windsp_cumsum_1day,windsp_cumsum_2day,windsp_cumsum_3day,windsp_cumsum_5day,windsp_cumsum_7day,windsp_cumsum_10day,windsp_cumsum_14day,windsp_cumsum_1day_in,windsp_cumsum_2day_in,windsp_cumsum_3day_in,windsp_cumsum_1day_out,windsp_cumsum_2day_out
2011-05-26,171.17291666666668,3.904861111111111,0.6666666666666666,2.8833333333333333,1,1.45,7.716666666666667,2.224650432110305,183.29861111111111,1.8743055555555554,0.4583333333333333,1.7416666666666667,0,0.8166666666666667,3.6333333333333333,0.6621218119657721,232.47986111111112,3.370833333333333,0.875,3.5999999999999996,1,0.85,5.716666666666667,1.4354319823124364,139.58194444444445,2.8715277777777777,0.08333333333333333,2.7750000000000004,0,1.0333333333333332,4.083333333333333,0.8037123882705687,107.46388888888889,2.8604166666666666,0,2.9583333333333335,0,1.8166666666666667,3.7333333333333334,0.4789232210812306,93.71666666666667,138.7,219.6,365.06666666666666,463.43333333333334,741.3,1067.45,NA,NA,NA,NA,NA
2011-06-02,283.8590277777778,6.697222222222222,1,7.333333333333333,1,2.9166666666666665,9.433333333333334,1.8453340209710818,225.77013888888888,4.59375,0.9583333333333334,4.608333333333333,1,1.6833333333333333,7.466666666666667,1.486264101114223,157.44027777777777,1.3527777777777779,0.20833333333333334,1.2416666666666667,0,0.48333333333333334,2.316666666666667,0.550925147836363,269.1986111111111,3.175,0.875,3.1083333333333334,1,1.0166666666666666,5.1,1.29586857447769,171.17291666666668,3.904861111111111,0.6666666666666666,2.8833333333333333,1,1.45,7.716666666666667,2.224650432110305,160.73333333333332,270.98333333333335,303.45,472.3,617.35,836.95,1080.7833333333333,160.73333333333332,NA,NA,NA,NA
2011-06-10,261.5986111111111,3.1069444444444443,0.7916666666666666,3.3,1,0.7666666666666666,4.8,1.0516597954100002,253.38333333333333,3.5444444444444443,1,3.3666666666666667,1,1.4166666666666665,6.566666666666666,1.2289352316304847,212.6277777777778,2.5166666666666666,0.7083333333333334,2.1833333333333336,1,0.6166666666666667,4.9,1.383538486620937,206.39027777777778,1.7819444444444446,0.7083333333333334,1.8083333333333333,1,0.4666666666666667,3.1166666666666667,0.6956545013044803,298.74861111111113,5.454861111111111,0.9583333333333334,5.891666666666667,1,1.0333333333333332,9.75,2.3400549106168627,74.56666666666666,159.63333333333333,220.03333333333333,324.31666666666666,441.75,843.65,1126.7,84.43333333333334,NA,NA,NA,NA
2011-06-16,252.89791666666667,2.625,0.9583333333333334,2.7416666666666667,1,1.0333333333333334,4.2,0.8255432993674134,255.71805555555557,3.204861111111111,0.8333333333333334,2.8166666666666664,1,1.9666666666666668,5.4,1.11972304165633,186.86875,3.4069444444444446,0.4583333333333333,3.3083333333333336,0,1.7666666666666666,5.083333333333333,0.8692952982847473,149.97152777777777,2.1576388888888887,0.25,1.85,0,0.43333333333333335,4.9,1.2335681246025396,253.38333333333333,3.5444444444444443,1,3.3666666666666667,1,1.4166666666666665,6.566666666666666,1.2289352316304847,63,139.91666666666666,221.68333333333334,372.15,554.05,742.2833333333333,1052.15,NA,NA,NA,NA,NA
2011-06-23,102.93402777777777,4.620138888888889,0,4.783333333333333,0,2.283333333333333,6.1,0.9907297262620087,134.80625,2.853472222222222,0.125,3.3583333333333334,0,0.35,6.066666666666666,1.543311728388755,204.50625,1.7583333333333333,0.5833333333333334,1.7666666666666666,1,0.85,2.783333333333333,0.5897678246195885,269.6409722222222,3.060416666666667,0.875,3.075,1,0.85,5.6,1.3785346531208682,252.89791666666667,2.625,0.9583333333333334,2.7416666666666667,1,1.0333333333333334,4.2,0.8255432993674134,110.88333333333333,179.36666666666667,221.56666666666666,385.78333333333336,517.4833333333333,739.1666666666666,1071.5333333333333,NA,NA,NA,110.88333333333333,NA
2011-06-30,278.01944444444445,3.7555555555555555,1,3.4416666666666664,1,1.7166666666666668,6.35,1.4762096216394653,238.69375,4.3590277777777775,0.875,4.908333333333333,1,1.4833333333333334,6.766666666666667,1.8165701288448162,177.50972222222222,1.7020833333333334,0.4166666666666667,1.2833333333333332,0,0.55,3.8666666666666667,1.0338978413638418,202.01388888888889,1.7673611111111112,0.5833333333333334,1.575,1,1.0333333333333332,3.283333333333333,0.6930726789632395,102.93402777777777,4.620138888888889,0,4.783333333333333,0,2.283333333333333,6.1,0.9907297262620087,90.13333333333333,194.75,235.6,333.68333333333334,523,744.5666666666667,1040.4833333333333,90.13333333333333,NA,NA,NA,NA
2011-07-07,261.19652777777776,3.040277777777778,0.8333333333333334,3.0166666666666666,1,1.0833333333333333,5.333333333333333,1.0922312033678152,248.5298611111111,3.36875,0.9583333333333334,3.525,1,0.9,7.183333333333333,1.6618431105716898,238.8659722222222,1.9548611111111112,0.7916666666666666,1.8583333333333334,1,0.95,3.3000000000000003,0.7683736379548857,244.2527777777778,2.2,0.7916666666666666,2.125,1,0.7333333333333334,4.1,0.7820757713145796,278.01944444444445,3.7555555555555555,1,3.4416666666666664,1,1.7166666666666668,6.35,1.4762096216394653,72.96666666666667,153.81666666666666,200.73333333333332,296.95,414.6666666666667,650.2666666666667,937.6666666666666,78.48333333333333,NA,NA,NA,NA
2011-07-14,265.82986111111114,3.8465277777777778,0.7916666666666666,3.7,1,0.9,7.45,1.7099522492885644,277.22569444444446,3.7534722222222223,0.9166666666666666,3.7666666666666666,1,2.0833333333333335,5.133333333333333,0.8190807143292725,275.1375,3.841666666666667,1,3.925,1,1.8333333333333333,5.683333333333334,0.9815077625381804,251.66666666666666,3.4590277777777776,1,3.225,1,1.9833333333333334,5.25,0.7665718146533527,261.19652777777776,3.040277777777778,0.8333333333333334,3.0166666666666666,1,1.0833333333333333,5.333333333333333,1.0922312033678152,92.31666666666666,182.4,274.6,415.68333333333334,588.8,789.5333333333333,1003.4666666666667,NA,NA,NA,NA,NA
2011-07-21,242.30625,4.444444444444445,1,4.675,1,1.4166666666666667,7.116666666666666,1.6638430187317212,229.46666666666667,3.267361111111111,0.875,3.3583333333333334,1,0.7333333333333334,6.833333333333333,1.746027092541951,237.26111111111112,2.964583333333333,0.7916666666666666,2.8583333333333334,1,0.95,5.766666666666667,1.498181768381631,253.3215277777778,3.553472222222222,1,3.7333333333333334,1,1.8333333333333335,5.916666666666667,1.0133168758992848,265.82986111111114,3.8465277777777778,0.7916666666666666,3.7,1,0.9,7.45,1.7099522492885644,106.66666666666667,185.08333333333334,256.23333333333335,434.55,546.25,820.85,1135.05,106.66666666666667,NA,NA,NA,NA
2011-07-28,212.84305555555557,1.91875,0.625,1.775,1,0.5333333333333333,3.5,0.7755987635556064,293.7888888888889,3.884722222222222,1,4.133333333333333,1,1.6333333333333333,6.566666666666666,1.2323430872537458,217.14236111111111,3.408333333333333,0.7916666666666666,3.325,1,2.4333333333333336,5.516666666666667,0.6883607918164317,127.5111111111111,3.5368055555555555,0,3.5166666666666666,0,1.6166666666666667,5.75,1.2212884141345135,242.30625,4.444444444444445,1,4.675,1,1.4166666666666667,7.116666666666666,1.6638430187317212,46.05,139.28333333333333,221.08333333333334,384.75,541.8166666666666,798.05,1088.0666666666666,82.75,NA,NA,NA,NA
2011-08-04,134.1,2.0409722222222224,0.08333333333333333,1.9166666666666665,0,0.6166666666666667,4.733333333333333,1.0283068392831909,188.96875,2.3097222222222222,0.5,2.1333333333333333,0.5,1.1666666666666667,3.4833333333333334,0.7516956141260213,288.2215277777778,3.44375,1,3.35,1,1.3166666666666667,5.116666666666667,1.1448879499210376,236.34722222222223,2.6222222222222222,0.875,2.591666666666667,1,1.0833333333333333,5.233333333333333,1.15403792947767,212.84305555555557,1.91875,0.625,1.775,1,0.5333333333333333,3.5,0.7755987635556064,48.983333333333334,104.41666666666667,187.06666666666666,312.6166666666667,461.81666666666666,682.9,1003.6333333333333,NA,NA,NA,NA,NA
2011-08-11,253.10694444444445,4.288194444444445,1,4.316666666666666,1,2.1666666666666665,6.45,1.1098208843458088,121.14305555555555,2.9611111111111112,0.041666666666666664,2.7666666666666666,0,1.2166666666666666,5.05,0.9869886209284229,172.31875,3.727777777777778,0.2916666666666667,4.116666666666667,0,0.6666666666666666,5.916666666666667,1.4382429117182851,285.0451388888889,2.997916666666667,0.9583333333333334,2.8833333333333333,1,1.4166666666666667,4.4,0.9468778150418128,134.1,2.0409722222222224,0.08333333333333333,1.9166666666666665,0,0.6166666666666667,4.733333333333333,1.0283068392831909,102.91666666666666,173.98333333333332,263.45,384.31666666666666,511.01666666666665,698.0833333333334,972.8333333333334,102.91666666666666,NA,NA,NA,NA
2011-08-18,219.26527777777778,3.1527777777777777,0.7916666666666666,3.783333333333333,1,0.7666666666666666,4.966666666666667,1.520199474155886,234.25833333333333,2.1840277777777777,0.8333333333333334,1.7999999999999998,1,0.75,4.383333333333334,1.0465318749939831,290.9555555555556,2.6840277777777777,1,2.6833333333333336,1,1.4500000000000002,4.3,0.6852919820369434,86.30763888888889,4.84375,0.041666666666666664,4.35,0,2.783333333333333,7.433333333333334,1.4469425745376565,253.10694444444445,4.288194444444445,1,4.316666666666666,1,2.1666666666666665,6.45,1.1098208843458088,75.66666666666667,128.08333333333334,192.5,372.8666666666667,496.55,760,1007.5666666666667,NA,NA,NA,NA,NA
2011-08-25,222.1486111111111,4.7555555555555555,1,4.816666666666666,1,2.216666666666667,7.633333333333334,1.5136709278898133,214.2451388888889,4.252083333333333,0.7916666666666666,4.491666666666666,1,1.0166666666666666,7.683333333333334,1.8756597068095247,264.99097222222224,3.234722222222222,1,3.4916666666666667,1,1,5.15,1.0574890123647347,264.9736111111111,4.325,1,4.258333333333333,1,2.566666666666667,7.383333333333334,1.0106796871173829,219.26527777777778,3.1527777777777777,0.7916666666666666,3.783333333333333,1,0.7666666666666666,4.966666666666667,1.520199474155886,114.13333333333334,216.18333333333334,293.81666666666666,467.78333333333336,570.4333333333333,762.9333333333333,1066.9833333333333,114.13333333333334,NA,NA,NA,NA
2011-09-01,131.28680555555556,3.3451388888888887,0.041666666666666664,3.4333333333333336,0,1.1166666666666667,5.4,1.2357348257540208,219.79444444444445,1.9090277777777778,0.6666666666666666,1.5166666666666666,1,0.85,4.316666666666666,0.9814705909674408,272.1902777777778,2.642361111111111,1,2.466666666666667,1,1.0333333333333334,4.783333333333333,0.9292350389696642,273.99861111111113,4.518055555555556,1,3.833333333333333,1,1.2833333333333332,9.45,2.479928687744125,222.1486111111111,4.7555555555555555,1,4.816666666666666,1,2.216666666666667,7.633333333333334,1.5136709278898133,80.28333333333333,126.1,189.51666666666668,482.5,576.9,870.7166666666667,1147.3333333333333,NA,NA,NA,NA,NA
2011-09-08,185.86944444444444,2.015972222222222,0.625,1.8916666666666666,1,1.1833333333333333,3.7666666666666666,0.6327510512947835,114.9173611111111,4.372916666666667,0,4.266666666666667,0,2.3333333333333335,6.1,1.0464780188620078,238.14097222222222,2.8784722222222223,0.6666666666666666,2.75,1,1.65,4.7,0.8378930207196457,211.80416666666667,3.134027777777778,0.875,3.1416666666666666,1,1.3833333333333333,5.166666666666667,0.9302028136686998,131.28680555555556,3.3451388888888887,0.041666666666666664,3.4333333333333336,0,1.1166666666666667,5.4,1.2357348257540208,48.38333333333333,153.33333333333334,222.41666666666666,360.31666666666666,491.3,680.8166666666667,1068.2,NA,NA,NA,105.43333333333334,NA
2011-09-15,250.80069444444445,3.435416666666667,0.75,3.2083333333333335,1,1.1333333333333333,5.95,1.4345151220066314,232.00416666666666,2.7444444444444445,0.875,2.8666666666666667,1,0.7833333333333333,4.733333333333333,1.1986573272139691,224.05277777777778,3.879166666666667,0.9166666666666666,4.391666666666667,1,0.7833333333333333,7.116666666666667,2.0254375682788077,237.15833333333333,2.4180555555555556,0.9166666666666666,2.2666666666666666,1,0.8500000000000001,4.783333333333333,1.2051511488047373,185.86944444444444,2.015972222222222,0.625,1.8916666666666666,1,1.1833333333333333,3.7666666666666666,0.6327510512947835,82.45,148.31666666666666,241.41666666666666,363.3333333333333,505.25,727.6666666666666,996.55,NA,NA,NA,NA,NA
2011-09-22,129.55972222222223,1.7479166666666668,0.08333333333333333,1.5916666666666668,0,0.7666666666666667,3.9833333333333334,0.7785982775332718,204.35069444444446,2.1493055555555554,0.6666666666666666,1.8916666666666666,1,0.48333333333333334,4.183333333333334,0.8751463530698539,240.49652777777777,3.175,0.9583333333333334,3.2666666666666666,1,1.35,4.583333333333333,0.9968186108792156,199.35555555555555,3.109722222222222,0.4166666666666667,3.2416666666666667,0,1.5833333333333333,4.366666666666666,0.8445465390863724,250.80069444444445,3.435416666666667,0.75,3.2083333333333335,1,1.1333333333333333,5.95,1.4345151220066314,41.95,93.53333333333333,169.73333333333335,301.85,464,705.4166666666666,969.25,NA,NA,NA,45.3,NA
2011-09-29,132.82708333333335,4.116666666666666,0.25,4.116666666666666,0,2.1833333333333336,5.966666666666667,0.8885068623507892,120.49236111111111,5.057638888888889,0,4.966666666666667,0,2.8666666666666667,7.233333333333333,1.2240739294266885,154.15,2.7305555555555556,0.25,2.775,0,1.1666666666666667,5.316666666666666,1.1592274900083168,231.86319444444445,1.9902777777777778,0.75,1.6166666666666667,1,0.6,4.233333333333333,0.9810759728034513,129.55972222222223,1.7479166666666668,0.08333333333333333,1.5916666666666668,0,0.7666666666666667,3.9833333333333334,0.7785982775332718,98.8,220.18333333333334,285.71666666666664,383.8333333333333,477.1166666666667,646.85,941.1166666666667,NA,NA,NA,107.3,216.78333333333333
2011-10-06,291.50555555555553,4.879861111111111,0.9583333333333334,4.875,1,1.9166666666666667,8.016666666666667,1.7076623225598495,305.36944444444447,5.846527777777778,1,5.266666666666667,1,2.5166666666666666,9.8,2.2063477765919273,270.06388888888887,3.3027777777777776,0.8333333333333334,2.9,1,1.7166666666666668,6.983333333333333,1.503664337950406,154.83958333333334,2.8243055555555556,0.25,2.5666666666666664,0,1.3833333333333333,6.05,1.3498700882801626,132.82708333333335,4.116666666666666,0.25,4.116666666666666,0,2.1833333333333336,5.966666666666667,0.8885068623507892,117.11666666666666,257.43333333333334,336.7,493.6333333333333,656.15,941.8666666666667,1133.2666666666667,122.01666666666667,265.78333333333336,NA,NA,NA
2012-05-24,133.02430555555554,2.7805555555555554,0.041666666666666664,2.916666666666667,0,0.6833333333333333,4.433333333333334,1.1276462882343736,173.43402777777777,1.5486111111111112,0.3333333333333333,1.3333333333333335,0,0.55,3.8,0.7358474142573602,120.44513888888889,2.180555555555556,0,2.325,0,0.7833333333333333,3.1166666666666667,0.7182686286246563,132.22805555555556,3.6127777777777776,0,3.825,0,0.8,5.8,1.5122640884144178,272.57708333333335,4.029861111111111,0.9166666666666666,4.158333333333333,1,1.2833333333333334,6.216666666666667,1.4554825483221052,66.73333333333333,103.9,156.23333333333332,294.39,367.54333333333335,561.26,841.11,NA,NA,NA,NA,NA
2012-05-31,280.95625,3.9027777777777777,0.9583333333333334,4.116666666666666,1,2.1333333333333333,5.85,1.1088866622110798,248.60694444444445,3.0131944444444443,1,3.0833333333333335,1,1.2666666666666666,4.483333333333333,0.8263179951728861,119.02569444444444,3.9881944444444444,0.041666666666666664,4.15,0,1.7166666666666666,5.9,1.0577124067660033,119.4426388888889,2.92875,0.041666666666666664,2.5166666666666666,0,0.6833333333333333,5.85,1.4207220088990133,133.02430555555554,2.7805555555555554,0.041666666666666664,2.916666666666667,0,0.6833333333333333,4.433333333333334,1.1276462882343736,93.66666666666666,165.98333333333332,261.7,378.5733333333333,545.8066666666666,702.04,913.35,93.08333333333333,165.73333333333332,NA,NA,NA
2012-06-07,221.4736111111111,2.436111111111111,0.75,2.183333333333333,1,0.9,5.266666666666667,1.1581747536811584,178.52083333333334,1.9694444444444443,0.4166666666666667,1.9166666666666667,0,1.0666666666666667,3.6333333333333333,0.6091228084821685,200.8826388888889,2.104861111111111,0.625,2.1166666666666667,1,0.48333333333333334,3.933333333333333,0.876318594683511,66.35625,4.721805555555556,0,4.503333333333334,0,1.6333333333333333,7.066666666666666,1.4511584508372588,280.95625,3.9027777777777777,0.9583333333333334,4.116666666666666,1,2.1333333333333333,5.85,1.1088866622110798,58.46666666666667,105.73333333333333,156.25,365.95666666666665,598.7066666666667,860.4066666666666,1144.5133333333333,NA,NA,NA,NA,NA
2012-06-14,238.44722222222222,1.9229166666666666,0.7916666666666666,1.7416666666666667,1,0.5666666666666667,3.916666666666667,0.8940059724319304,235.13819444444445,3.2305555555555556,0.6666666666666666,3.2416666666666663,1,1.1,6.6,1.6009030261683082,208.86319444444445,3.7243055555555555,0.875,3.7083333333333335,1,1.3,6.85,1.1471660014765255,161.91944444444445,3.1951388888888888,0.4166666666666667,3.0416666666666665,0,2.0666666666666664,4.516666666666667,0.8402966920057541,221.4736111111111,2.436111111111111,0.75,2.183333333333333,1,0.9,5.266666666666667,1.1581747536811584,46.15,123.68333333333334,213.06666666666666,330.7,493.2833333333333,649.5333333333333,1091.99,NA,NA,NA,NA,NA
2012-06-21,265.95902777777775,2.609027777777778,1,2.8666666666666667,1,0.7833333333333333,4.733333333333333,0.9932499134151459,271.7048611111111,3.707638888888889,1,4.191666666666666,1,0.9666666666666667,6.05,1.4288350307465754,186.51041666666666,2.303472222222222,0.625,2.3083333333333336,1,1.0166666666666666,3.25,0.5647875742487302,127.14388888888888,3.1440277777777776,0,3.1083333333333334,0,1.6666666666666667,5.016666666666667,0.8633498287085478,238.44722222222222,1.9229166666666666,0.7916666666666666,1.7416666666666667,1,0.5666666666666667,3.916666666666667,0.8940059724319304,62.61666666666667,151.6,206.88333333333333,370.04,483.87333333333333,696.9399999999999,977.1566666666666,62.61666666666667,151.6,NA,NA,NA
2012-06-28,240.84375,3.28125,0.8333333333333334,3.5666666666666664,1,0.9833333333333334,6.366666666666667,1.3554088505590898,268.5854166666667,5.383333333333333,1,5.4,1,3.333333333333333,7.033333333333333,0.8302988228738497,295.35,4.704166666666667,1,5.241666666666667,1,2.066666666666667,6.716666666666667,1.5341070039332028,195.8215277777778,2.3565277777777776,0.5416666666666666,2.2583333333333333,1,1.24,4.3,0.7881357439462242,265.95902777777775,2.609027777777778,1,2.8666666666666667,1,0.7833333333333333,4.733333333333333,0.9932499134151459,78.75,207.95,320.85,442.47333333333336,585.6233333333333,792.5066666666667,1069.4966666666667,91.63333333333333,228.15,328.21666666666664,NA,NA
2012-07-05,288.72777777777776,3.9291666666666667,1,3.666666666666667,1,1.55,6.8,1.6906266882531509,218.88958333333335,2.2972222222222225,0.7083333333333334,2.3,1,0.8,3.7333333333333334,0.7904268196144799,252.57986111111111,2.7263888888888888,0.7916666666666666,1.725,1,0.8333333333333334,6,1.6333770821312394,269.07638888888886,3.2352777777777777,0.9583333333333334,3.365,1,0.9833333333333333,5.316666666666666,1.1894093515165585,240.84375,3.28125,0.8333333333333334,3.5666666666666664,1,0.9833333333333334,6.366666666666667,1.3554088505590898,94.3,149.43333333333334,214.86666666666667,368.7133333333333,539.4133333333333,860.2633333333333,1125.0366666666666,94.3,NA,NA,NA,NA
2012-07-12,222.56944444444446,2.15625,0.7083333333333334,1.8833333333333333,1,0.8666666666666667,3.8333333333333335,0.9076541470872248,166.89166666666668,1.4520833333333334,0.375,1.425,0,0.6833333333333333,2.35,0.4597392797162427,254.92430555555555,2.308333333333333,0.8333333333333334,2.3833333333333333,1,1.0166666666666666,4.033333333333333,0.8383472353127442,285.3626388888889,3.1880555555555556,0.9583333333333334,2.966666666666667,1,0.7166666666666667,5.766666666666667,1.4234217182844078,288.72777777777776,3.9291666666666667,1,3.666666666666667,1,1.55,6.8,1.6906266882531509,51.75,86.6,142,309.5466666666667,429.48,644.3466666666667,968.8933333333333,NA,NA,NA,NA,NA
2012-07-19,261.50208333333336,3.3625,0.8333333333333334,2.6833333333333336,1,1.9333333333333333,6.266666666666667,1.380210811455254,273.65763888888887,3.009722222222222,1,3.0833333333333335,1,1.2666666666666666,5.6,1.0318118376317325,246.14513888888888,3.8097222222222222,0.9583333333333334,3.0166666666666666,1,1.5499999999999998,7.666666666666666,2.1121738044853857,263.5588888888889,3.00875,0.9166666666666666,2.975,1,1.7999999999999998,4.2,0.5877056120826396,222.56944444444446,2.15625,0.7083333333333334,1.8833333333333333,1,0.8666666666666667,3.8333333333333335,0.9076541470872248,80.7,152.93333333333334,244.36666666666667,371.21,489.57666666666665,631.5766666666667,919.0566666666666,67.98333333333333,NA,NA,NA,NA
2012-07-26,134.0298611111111,1.8875,0.2916666666666667,1.8916666666666666,0,0.6333333333333333,3.4833333333333334,0.7040985946001274,295.22083333333336,4.160416666666666,0.9583333333333334,3.9166666666666665,1,1.2833333333333334,7.416666666666667,1.9152755663791783,274.9659722222222,5.05,1,4.958333333333333,1,2.033333333333333,8.1,1.3249008713260702,223.05472222222224,3.5970833333333334,0.9166666666666666,3.4833333333333334,1,1.3833333333333333,5.68,1.3061971622117574,261.50208333333336,3.3625,0.8333333333333334,2.6833333333333336,1,1.9333333333333333,6.266666666666667,1.380210811455254,45.3,145.15,266.35,445.5133333333333,552.4966666666667,796.8633333333333,1042.0733333333333,NA,NA,NA,NA,NA
2012-08-02,233.72222222222223,2.1743055555555557,0.9166666666666666,1.95,1,0.95,4.533333333333333,0.9745676505379399,158.0548611111111,1.8736111111111111,0.2916666666666667,1.8333333333333335,0,0.9166666666666667,3.25,0.6685104334847279,171.68194444444444,3.5729166666666665,0.3333333333333333,3.675,0,0.55,5.9,1.6025403482074485,219.42319444444445,2.1461111111111113,0.75,1.9533333333333331,1,1,3.8833333333333333,0.8122377193417067,134.0298611111111,1.8875,0.2916666666666667,1.8916666666666666,0,0.6333333333333333,3.4833333333333334,0.7040985946001274,52.18333333333333,97.15,182.9,287.17333333333335,390.2733333333333,656.6233333333333,942.77,NA,NA,NA,NA,NA
2012-08-09,176.38055555555556,2.1861111111111113,0.5,2.1333333333333333,0.5,0.9833333333333334,3.8333333333333335,0.7875950470464153,233.01736111111111,1.8277777777777777,0.8333333333333334,1.575,1,0.9,3.2666666666666666,0.6797745197825318,226.27083333333334,2.2215277777777778,0.875,2.5166666666666666,1,0.8833333333333333,3.283333333333333,0.7756947823275033,271.39875,3.5997222222222223,0.9583333333333334,3.825,1,1.3333333333333333,4.65,1.0213715873690152,233.72222222222223,2.1743055555555557,0.9166666666666666,1.95,1,0.95,4.533333333333333,0.9745676505379399,52.46666666666667,96.33333333333333,149.65,350.49333333333334,470.36,653.26,860.6333333333333,NA,NA,NA,NA,NA
2012-08-16,289.04583333333335,3.185416666666667,1,2.8333333333333335,1,1.2833333333333332,5.533333333333333,1.2398896680305425,207.91666666666666,1.9875,0.5833333333333334,1.7916666666666665,1,0.9333333333333333,3.1833333333333336,0.6023755308719276,255.3409722222222,2.5965277777777778,1,2.6083333333333334,1,1.25,4.383333333333333,0.8424139911754673,273.03263888888887,3.1469444444444443,1,2.7583333333333333,1,1.7333333333333334,6.233333333333333,1.1329739057787356,176.38055555555556,2.1861111111111113,0.5,2.1333333333333333,0.5,0.9833333333333334,3.8333333333333335,0.7875950470464153,76.45,124.15,186.46666666666667,303.56,437.96,587.61,908.32,76.45,NA,NA,NA,NA
2012-08-23,253.34097222222223,2.4854166666666666,0.9166666666666666,2.283333333333333,1,0.9166666666666667,5.133333333333333,1.1528196110214102,222.27569444444444,2.2604166666666665,0.75,2.4416666666666664,1,1,3.45,0.7681902394337959,255.01875,2.8583333333333334,0.875,3.1833333333333336,1,1.0833333333333333,4.616666666666667,1.0948826950600823,216.93930555555556,2.3872222222222224,0.75,2.3833333333333337,1,0.5666666666666667,4.316666666666666,1.0107588705343769,289.04583333333335,3.185416666666667,1,2.8333333333333335,1,1.2833333333333332,5.533333333333333,1.2398896680305425,59.65,113.9,182.5,288.26,434.1766666666667,620.6433333333333,872.1366666666667,NA,NA,NA,NA,NA
2012-08-30,255.1472222222222,4.428472222222222,1,4.775,1,2.15,6.866666666666666,1.3798102436109072,273.39444444444445,3.884722222222222,0.9166666666666666,4.033333333333333,1,1.5,6.65,1.2491921705266136,277.5729166666667,4.277083333333334,1,4.191666666666666,1,2.0666666666666664,6.2,1.0409584549014999,245.6238888888889,3.3144444444444443,0.9583333333333334,2.908333333333333,1,1.3166666666666667,6.366666666666667,1.6171492382013286,253.34097222222223,2.4854166666666666,0.9166666666666666,2.283333333333333,1,0.9166666666666667,5.133333333333333,1.1528196110214102,106.28333333333333,199.51666666666668,302.1666666666667,426.89666666666665,543.08,725.58,977.2566666666667,106.28333333333333,NA,NA,NA,NA
2012-09-06,219.28472222222223,2.079861111111111,0.75,2.0166666666666666,1,0.75,4.683333333333334,0.8343758575477931,245.23958333333334,3.1319444444444446,0.7916666666666666,2.9,1,0.9500000000000001,5.15,1.2314607471042733,120.42569444444445,2.8743055555555554,0.125,2.925,0,1.5,4.266666666666667,0.7256844040402899,149.1051388888889,2.7169444444444446,0.16666666666666666,2.5583333333333336,0,0.6166666666666667,4.65,1.1030861042099693,255.1472222222222,4.428472222222222,1,4.775,1,2.15,6.866666666666666,1.3798102436109072,49.916666666666664,125.08333333333333,194.06666666666666,330.29,510.29,812.4566666666667,1053.37,64.76666666666667,NA,NA,NA,NA
2012-09-13,236.48194444444445,2.4902777777777776,0.875,2.6500000000000004,1,1.3,3.8166666666666664,0.7693857997498282,223.20277777777778,1.961111111111111,0.6666666666666666,1.7000000000000002,1,0.5166666666666666,3.75,0.999790638309284,262.40763888888887,2.964583333333333,1,2.841666666666667,1,0.9666666666666667,4.316666666666666,0.9500357544759085,303.1451388888889,4.514583333333333,1,4.65,1,1.9333333333333333,7.25,1.7053716816177547,219.28472222222223,2.079861111111111,0.75,2.0166666666666666,1,0.75,4.683333333333334,0.8343758575477931,59.766666666666666,106.83333333333333,177.98333333333332,364.5333333333333,516.65,710.7166666666667,1026.94,NA,NA,NA,NA,NA
2012-09-20,135.70694444444445,3.2152777777777777,0.08333333333333333,3.1666666666666665,0,0.8333333333333334,5.55,1.344984570307009,256.68194444444447,4.7562500000000005,0.9166666666666666,5.050000000000001,1,1.1166666666666667,7.983333333333333,1.9495621489103054,153.78958333333333,5.420138888888889,0.20833333333333334,5.216666666666667,0,1.3666666666666667,9.966666666666667,2.882790763924227,228.35416666666666,2.3675,0.8333333333333334,2.2666666666666666,1,0.9166666666666667,3.716666666666667,0.8194125679544702,236.48194444444445,2.4902777777777776,0.875,2.6500000000000004,1,1.3,3.8166666666666664,0.7693857997498282,77.16666666666667,191.31666666666666,321.4,457.65333333333336,633.3033333333333,811.2866666666666,1149.9533333333334,NA,NA,NA,NA,NA
